,Team,player_number,Year_start,Year_end,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
9,Inter,31177,2012,2013,22(6),22,6.0,2134,1,4,9,0,0.5,80.7,1.3,0,7.1
10,Inter,67432,2012,2013,1(1),1,1.0,95,0,0,0,0,0.5,83.9,0.0,0,7.02
11,Inter,84603,2012,2013,31,31,0.0,2700,1,1,13,1,0.7,86.1,1.5,1,6.99
12,Inter,2668,2012,2013,33,33,0.0,2860,0,1,1,0,0.2,91.6,0.6,0,6.98
13,Inter,41489,2012,2013,12(11),12,11.0,1177,5,1,0,0,1.7,88.2,0.7,0,6.93
14,Inter,24997,2012,2013,24(4),24,4.0,2114,0,2,8,0,0.5,83.9,0.7,0,6.88
15,Inter,9972,2012,2013,35,35,0.0,3150,0,0,6,0,0.0,67.3,0.2,3,6.71
16,Inter,37188,2012,2013,22(3),22,3.0,1930,0,2,1,1,0.6,86.7,0.6,0,6.71
17,Inter,3155,2012,2013,2,2,0.0,180,0,0,0,0,0.0,51.0,0.0,0,6.62
18,Inter,19679,2012,2013,6(3),6,3.0,566,0,0,2,0,0.2,88.7,1.9,0,6.6
19,Inter,118141,2012,2013,2(2),2,2.0,224,0,0,0,0,0.0,92.6,2.0,0,6.56
20,Inter,28485,2012,2013,8,8,0.0,573,0,1,1,0,0.5,87.4,0.4,0,6.53
21,Inter,4179,2012,2013,8(5),8,5.0,727,3,0,1,0,1.8,83.3,0.5,0,6.53
22,Inter,4029,2012,2013,7(3),7,3.0,595,1,0,2,1,0.2,89.8,1.5,0,6.51
23,Inter,118140,2012,2013,3(3),3,3.0,260,0,0,1,0,0.7,89.3,0.5,0,6.49
24,Inter,80767,2012,2013,3(7),3,7.0,307,1,0,0,0,1.5,76.9,0.1,0,6.46
25,Inter,12564,2012,2013,4(5),4,5.0,303,0,0,2,0,0.0,84.6,0.4,0,6.43
26,Inter,79442,2012,2013,5(7),5,7.0,518,1,0,2,0,0.8,87.0,0.8,0,6.43
27,Inter,87310,2012,2013,1(5),1,5.0,109,0,0,0,0,1.2,70.7,1.2,0,6.4
28,Inter,18963,2012,2013,10(3),10,3.0,894,0,1,0,0,0.9,91.1,1.7,0,6.36
29,Inter,19676,2012,2013,1,1,0.0,90,0,0,0,0,0.0,75.0,0.0,0,6.36
30,Inter,129906,2012,2013,0(1),0,1.0,12,0,0,0,0,0.0,92.3,1.0,0,6.31
31,Inter,1692,2012,2013,1(2),1,2.0,114,0,0,2,0,0.3,84.5,0.3,0,6.29
32,Inter,118146,2012,2013,0(3),0,3.0,43,0,0,0,0,0.3,56.3,0.0,0,6.17
33,Inter,118793,2012,2013,0(1),0,1.0,4,0,0,0,0,0.0,100.0,0.0,0,6.07
34,Inter,20068,2012,2013,0(1),0,1.0,9,0,0,0,0,0.0,100.0,0.0,0,6.06
35,Inter,113762,2012,2013,0(3),0,3.0,24,0,0,1,0,0.3,76.9,0.0,0,6.03
0,Juventus,460,2012,2013,1,1,0.0,90,0,0,0,0,1.0,81.7,3.0,0,8.17
1,Juventus,2579,2012,2013,32,32,0.0,2858,5,7,8,0,2.1,87.3,0.4,6,7.82
2,Juventus,25008,2012,2013,29(2),29,2.0,2588,10,8,11,0,2.0,87.0,1.4,7,7.77
3,Juventus,9991,2012,2013,23(1),23,1.0,2039,1,2,5,0,0.5,90.3,2.8,0,7.73
4,Juventus,35549,2012,2013,22(5),22,5.0,1978,2,6,1,0,0.7,88.9,1.0,1,7.46
5,Juventus,97752,2012,2013,18(9),18,9.0,1732,5,0,1,1,2.1,82.9,2.3,4,7.42
6,Juventus,20211,2012,2013,28(1),28,1.0,2477,6,1,4,0,2.1,83.8,0.4,2,7.36
7,Juventus,6075,2012,2013,34,34,0.0,2957,0,1,5,0,0.2,90.4,1.9,0,7.32
8,Juventus,4580,2012,2013,24(7),24,7.0,2079,10,6,5,0,2.9,70.8,0.5,2,7.27
9,Juventus,30582,2012,2013,23(8),23,8.0,1958,7,6,4,0,2.7,73.3,0.0,1,7.23
10,Juventus,18723,2012,2013,7(5),7,5.0,696,0,0,5,0,0.3,88.6,1.9,0,7.2
11,Juventus,20664,2012,2013,33,33,0.0,2961,0,0,10,0,0.8,88.7,1.1,1,7.14
12,Juventus,72296,2012,2013,10(7),10,7.0,944,3,3,1,0,2.2,87.9,0.2,1,7.03
13,Juventus,15302,2012,2013,25(3),25,3.0,2074,4,2,6,0,1.0,82.2,0.4,0,6.94
14,Juventus,79316,2012,2013,8(2),8,2.0,754,0,0,0,0,0.1,91.8,0.8,0,6.91
15,Juventus,9730,2012,2013,13(14),13,14.0,1154,9,3,0,0,2.6,73.3,0.5,3,6.81
16,Juventus,3328,2012,2013,32,32,0.0,2880,0,0,0,0,0.0,81.1,0.2,0,6.8
17,Juventus,30635,2012,2013,12(6),12,6.0,1214,1,0,1,0,0.2,91.4,1.4,0,6.75
18,Juventus,12722,2012,2013,12(2),12,2.0,879,0,0,3,0,0.4,85.1,0.6,0,6.63
19,Juventus,25079,2012,2013,10(12),10,12.0,1007,8,0,3,0,1.5,67.6,0.5,1,6.58
20,Juventus,33878,2012,2013,8(3),8,3.0,590,0,1,1,0,0.5,87.2,0.6,0,6.54
21,Juventus,13819,2012,2013,2(7),2,7.0,341,0,0,0,0,1.3,85.5,0.7,0,6.48
22,Juventus,9956,2012,2013,6,6,0.0,530,0,0,0,0,0.0,88.4,0.0,0,6.47
23,Juventus,23043,2012,2013,6(14),6,14.0,772,0,0,3,0,0.5,86.2,0.5,0,6.43
24,Juventus,527,2012,2013,0(2),0,2.0,41,0,0,0,0,0.5,78.9,0.5,0,6.32
25,Juventus,123359,2012,2013,0(1),0,1.0,8,0,0,0,0,1.0,100.0,0.0,0,6.15
26,Juventus,30580,2012,2013,0(1),0,1.0,10,0,0,0,0,0.0,100.0,0.0,0,6.12
27,Juventus,9894,2012,2013,0(1),0,1.0,20,0,0,0,0,0.0,80.0,0.0,0,6.07
0,Napoli,24328,2012,2013,33(1),33,1.0,2981,29,4,8,0,4.6,77.9,0.9,8,7.69
1,Napoli,5070,2012,2013,27(1),27,1.0,2413,1,1,8,0,0.3,86.2,2.2,2,7.64
2,Napoli,13475,2012,2013,37(1),37,1.0,3282,11,14,2,0,2.4,83.3,0.5,2,7.52
3,Napoli,36096,2012,2013,22,22,0.0,1804,0,0,6,0,0.2,84.1,2.5,2,7.35
4,Napoli,538,2012,2013,32,32,0.0,2849,1,1,8,0,0.4,81.0,2.1,1,7.25
5,Napoli,12462,2012,2013,32(1),32,1.0,2627,0,0,12,0,0.2,91.0,1.0,1,7.23
6,Napoli,2943,2012,2013,31,31,0.0,2722,4,4,3,0,1.0,76.5,3.5,1,7.22
7,Napoli,26682,2012,2013,30(2),30,2.0,2628,0,3,3,0,0.8,88.7,0.9,0,7.21
8,Napoli,15401,2012,2013,25(6),25,6.0,2180,6,2,7,0,1.7,85.5,0.7,4,7.15
9,Napoli,661,2012,2013,24(1),24,1.0,1905,1,0,3,0,0.1,87.6,2.5,1,7.03
10,Napoli,14831,2012,2013,19(15),19,15.0,1954,7,2,8,0,1.2,87.4,0.7,3,7.01
11,Napoli,6093,2012,2013,25(8),25,8.0,2091,6,7,3,0,1.4,79.4,0.5,2,6.97
12,Napoli,22093,2012,2013,2,2,0.0,147,0,0,1,0,0.0,87.0,1.0,0,6.96
13,Napoli,83390,2012,2013,16(21),16,21.0,1752,5,7,4,0,1.8,82.1,0.1,0,6.95
14,Napoli,9279,2012,2013,4(3),4,3.0,392,0,0,1,0,0.1,84.2,1.1,0,6.77
15,Napoli,4500,2012,2013,34,34,0.0,3060,0,0,4,0,0.0,61.7,0.0,0,6.76
16,Napoli,6107,2012,2013,7(9),7,9.0,731,1,1,1,0,0.3,74.8,1.1,0,6.71
17,Napoli,24419,2012,2013,4(11),4,11.0,570,0,3,2,0,0.3,84.9,0.3,0,6.69
18,Napoli,44847,2012,2013,1(1),1,1.0,102,0,0,0,0,0.0,87.5,1.5,0,6.69
19,Napoli,67835,2012,2013,1(6),1,6.0,224,0,1,0,0,0.6,90.4,0.3,0,6.54
20,Napoli,11134,2012,2013,4,4,0.0,360,0,0,0,0,0.0,64.5,0.5,0,6.43
21,Napoli,5997,2012,2013,1(3),1,3.0,119,0,0,0,0,0.0,90.4,1.3,0,6.38
22,Napoli,9892,2012,2013,1(5),1,5.0,110,0,1,0,0,1.3,65.5,1.8,0,6.37
23,Napoli,6175,2012,2013,3(4),3,4.0,286,0,0,1,0,0.1,87.5,0.3,0,6.23
24,Napoli,35237,2012,2013,0(9),0,9.0,121,0,1,3,0,1.0,85.7,0.0,0,6.21
25,Napoli,9966,2012,2013,3(2),3,2.0,218,0,0,2,0,0.0,82.1,0.2,0,6.18
26,Napoli,44087,2012,2013,1,1,0.0,1,0,0,0,1,0.0,0.0,0.0,0,6.0
27,Napoli,122370,2012,2013,0(1),0,1.0,3,0,0,0,0,0.0,50.0,0.0,0,5.99
0,Roma,75830,2012,2013,30(3),30,3.0,2600,15,5,7,0,2.6,82.0,0.4,5,7.59
1,Roma,183,2012,2013,33(1),33,1.0,2824,12,12,7,1,3.6,74.2,0.5,6,7.57
2,Roma,101949,2012,2013,22(4),22,4.0,2089,0,0,0,1,0.2,89.0,2.3,1,7.21
3,Roma,30226,2012,2013,20(7),20,7.0,1710,3,5,6,1,2.2,83.5,0.8,2,7.17
4,Roma,18139,2012,2013,30,30,0.0,2685,1,0,6,0,0.1,91.6,1.2,0,7.13
5,Roma,20766,2012,2013,25(4),25,4.0,2318,16,2,5,1,3.1,71.1,1.6,3,7.09
6,Roma,83644,2012,2013,28(1),28,1.0,2411,0,3,5,0,0.5,83.5,1.0,0,7.09
7,Roma,23567,2012,2013,9(2),9,2.0,821,1,0,3,0,0.4,82.3,1.6,0,7.01
8,Roma,5202,2012,2013,21(4),21,4.0,1757,0,3,6,1,0.9,84.0,1.1,0,6.97
9,Roma,118158,2012,2013,1(1),1,1.0,99,1,0,0,0,0.5,82.4,0.5,0,6.9
10,Roma,4609,2012,2013,5,5,0.0,406,0,0,0,0,0.0,76.5,0.4,0,6.9
11,Roma,22825,2012,2013,24(6),24,6.0,2202,1,2,5,0,0.9,89.4,0.5,0,6.89
12,Roma,40802,2012,2013,11(15),11,15.0,1264,4,0,2,0,1.1,81.9,0.9,1,6.85
13,Roma,10333,2012,2013,25,25,0.0,2250,1,0,9,0,0.2,90.0,1.8,0,6.82
14,Roma,35177,2012,2013,17(4),17,4.0,1443,1,2,8,1,1.0,79.4,1.5,0,6.81
15,Roma,4065,2012,2013,19,19,0.0,1666,0,0,1,0,0.0,78.7,0.1,1,6.81
16,Roma,101596,2012,2013,25(11),25,11.0,2154,3,5,3,0,1.4,79.4,0.7,1,6.77
17,Roma,67434,2012,2013,11(10),11,10.0,1108,6,1,5,1,2.1,80.9,0.7,1,6.74
18,Roma,13356,2012,2013,24(3),24,3.0,2010,0,3,4,1,0.3,89.3,1.0,0,6.72
19,Roma,76953,2012,2013,7(4),7,4.0,628,0,0,1,0,0.7,80.3,1.0,0,6.63
20,Roma,5698,2012,2013,2(2),2,2.0,217,0,0,2,0,0.0,89.3,0.5,0,6.62
21,Roma,90180,2012,2013,13(2),13,2.0,1260,0,0,1,0,0.0,75.8,0.2,0,6.55
22,Roma,1964,2012,2013,5(11),5,11.0,574,2,0,0,0,0.6,86.5,0.6,0,6.52
23,Roma,118157,2012,2013,0(6),0,6.0,55,1,0,0,0,0.5,71.4,0.0,0,6.16
0,AC Milan,24642,2013,2014,12(2),12,2.0,1080,4,1,3,0,2.1,85.0,0.3,2,7.47
1,AC Milan,109149,2013,2014,2(1),2,1.0,150,1,1,0,0,0.7,84.9,2.0,0,7.33
2,AC Milan,33799,2013,2014,25(5),25,5.0,2294,14,6,10,1,5.1,72.5,0.8,5,7.31
3,AC Milan,9974,2013,2014,27(2),27,2.0,2413,3,4,5,1,1.8,85.1,0.8,3,7.29
4,AC Milan,26877,2013,2014,16(2),16,2.0,1484,3,1,3,0,0.4,86.0,2.3,1,7.28
5,AC Milan,14063,2013,2014,20,20,0.0,1793,1,0,4,0,0.6,89.2,3.8,0,7.26
6,AC Milan,2303,2013,2014,22,22,0.0,1942,2,0,7,2,0.7,87.9,2.8,4,7.23
7,AC Milan,4608,2013,2014,32(1),32,1.0,2800,2,3,9,0,0.5,91.4,1.1,1,7.12
8,AC Milan,3577,2013,2014,27(3),27,3.0,2408,7,4,2,0,2.3,83.6,0.6,3,7.02
9,AC Milan,26854,2013,2014,19(1),19,1.0,1608,0,1,4,0,0.3,82.8,1.1,0,6.89
10,AC Milan,19679,2013,2014,3(1),3,1.0,308,1,0,2,0,0.3,86.9,3.5,0,6.89
11,AC Milan,17491,2013,2014,18(6),18,6.0,1691,0,3,1,0,0.7,84.2,0.6,1,6.89
12,AC Milan,6166,2013,2014,20(6),20,6.0,1574,5,2,6,1,1.5,79.2,1.0,3,6.88
13,AC Milan,24605,2013,2014,12(2),12,2.0,983,1,2,2,0,2.1,84.2,1.5,0,6.88
14,AC Milan,2796,2013,2014,7(4),7,4.0,673,0,0,1,0,0.4,87.5,2.4,0,6.86
15,AC Milan,23206,2013,2014,16(3),16,3.0,1462,1,0,1,0,0.1,79.9,0.6,0,6.77
16,AC Milan,2247,2013,2014,15(1),15,1.0,1294,0,0,7,0,0.3,88.9,1.2,0,6.73
17,AC Milan,107275,2013,2014,15(1),15,1.0,1359,0,0,4,1,0.3,82.1,1.0,0,6.73
18,AC Milan,12032,2013,2014,10(5),10,5.0,756,2,0,0,0,1.5,75.0,0.9,1,6.7
19,AC Milan,14247,2013,2014,15(8),15,8.0,1236,3,5,1,0,1.7,85.6,0.2,1,6.68
20,AC Milan,2533,2013,2014,28,28,0.0,2391,0,0,4,1,0.0,68.1,0.1,0,6.61
21,AC Milan,31355,2013,2014,18(8),18,8.0,1540,2,0,4,0,0.6,88.5,0.8,0,6.61
22,AC Milan,1832,2013,2014,3(4),3,4.0,325,0,0,1,0,0.7,87.9,0.6,0,6.57
23,AC Milan,70087,2013,2014,1(5),1,5.0,210,0,0,1,0,0.8,85.0,0.3,0,6.56
24,AC Milan,6022,2013,2014,4(1),4,1.0,442,0,0,0,0,0.0,59.5,0.0,0,6.51
25,AC Milan,58761,2013,2014,1(7),1,7.0,237,0,1,1,0,1.6,81.9,1.0,0,6.51
26,AC Milan,9975,2013,2014,7(11),7,11.0,812,2,1,1,0,1.4,73.7,1.3,0,6.39
27,AC Milan,25079,2013,2014,8(7),8,7.0,830,1,0,1,0,1.5,72.4,1.1,0,6.38
28,AC Milan,19553,2013,2014,7(4),7,4.0,571,0,1,0,0,0.5,83.8,0.4,0,6.37
29,AC Milan,101657,2013,2014,6(1),6,1.0,585,0,0,1,0,0.0,59.9,0.3,0,6.33
30,AC Milan,90878,2013,2014,2(5),2,5.0,217,0,0,0,0,0.6,80.9,0.1,0,6.23
31,AC Milan,122296,2013,2014,0(3),0,3.0,39,0,0,0,0,0.3,66.7,0.3,0,6.09
0,Atalanta,95504,2013,2014,3,3,0.0,270,0,0,0,0,0.0,50.0,0.7,0,7.54
1,Atalanta,14126,2013,2014,28(5),28,5.0,2500,2,7,9,2,1.1,83.9,0.9,6,7.31
2,Atalanta,14137,2013,2014,28,28,0.0,2419,2,0,9,0,0.6,85.3,3.3,1,7.15
3,Atalanta,40384,2013,2014,29(2),29,2.0,2523,5,3,2,0,2.0,76.4,1.1,3,7.11
4,Atalanta,42879,2013,2014,35,35,0.0,3150,0,0,3,0,0.0,55.1,0.4,3,7.1
5,Atalanta,5689,2013,2014,21(3),21,3.0,1899,0,0,8,0,0.4,86.1,2.9,1,6.98
6,Atalanta,14484,2013,2014,36(1),36,1.0,3241,13,5,3,0,2.4,72.7,3.5,3,6.97
7,Atalanta,1604,2013,2014,4(1),4,1.0,429,0,0,0,0,0.4,78.8,1.2,0,6.97
8,Atalanta,29574,2013,2014,16(1),16,1.0,1457,0,1,4,0,0.8,75.8,1.4,1,6.93
9,Atalanta,10930,2013,2014,13(6),13,6.0,1211,1,1,6,0,0.5,71.5,4.2,0,6.88
10,Atalanta,137832,2013,2014,0(1),0,1.0,45,0,0,0,0,1.0,83.3,1.0,0,6.87
11,Atalanta,4397,2013,2014,14(5),14,5.0,1265,1,0,5,0,0.3,80.4,1.9,0,6.86
12,Atalanta,24175,2013,2014,30(2),30,2.0,2545,2,0,8,1,0.8,89.0,0.9,0,6.86
13,Atalanta,6638,2013,2014,8(1),8,1.0,573,0,0,0,0,0.2,86.8,0.8,0,6.83
14,Atalanta,9943,2013,2014,26(4),26,4.0,2233,0,2,7,0,0.6,68.1,2.0,0,6.74
15,Atalanta,20596,2013,2014,26(6),26,6.0,2321,5,6,1,0,1.1,81.5,0.2,0,6.73
16,Atalanta,19023,2013,2014,22(1),22,1.0,1922,3,0,0,1,0.8,84.0,1.3,1,6.73
17,Atalanta,14069,2013,2014,18(1),18,1.0,1491,0,0,4,0,0.3,78.0,1.0,0,6.71
18,Atalanta,83717,2013,2014,5(3),5,3.0,407,1,1,1,0,0.8,85.1,1.0,0,6.68
19,Atalanta,17950,2013,2014,7(1),7,1.0,597,0,0,3,0,0.3,76.6,1.0,0,6.66
20,Atalanta,83716,2013,2014,14(14),14,14.0,1400,0,2,1,0,0.9,84.3,0.5,0,6.65
21,Atalanta,31161,2013,2014,8(4),8,4.0,727,1,1,2,0,1.1,68.0,0.8,0,6.56
22,Atalanta,59281,2013,2014,2(4),2,4.0,270,0,0,0,1,0.0,78.6,1.7,0,6.48
23,Atalanta,6420,2013,2014,8(10),8,10.0,701,1,1,0,0,0.8,80.3,0.1,0,6.44
24,Atalanta,97214,2013,2014,6(11),6,11.0,675,4,2,2,0,0.9,75.5,0.4,0,6.4
25,Atalanta,87310,2013,2014,8(12),8,12.0,735,2,0,3,0,0.9,68.8,0.8,0,6.28
26,Atalanta,113989,2013,2014,3(4),3,4.0,287,0,0,1,1,0.0,73.4,0.7,0,6.25
27,Atalanta,149513,2013,2014,0(1),0,1.0,25,0,0,0,0,1.0,81.3,0.0,0,6.13
28,Atalanta,67261,2013,2014,0(6),0,6.0,134,0,0,0,0,0.5,80.0,0.5,0,6.13
29,Atalanta,107623,2013,2014,0(3),0,3.0,45,0,0,0,0,1.0,65.0,1.0,0,6.07
30,Atalanta,57560,2013,2014,0(1),0,1.0,22,0,0,0,0,0.0,88.9,0.0,0,6.05
0,Inter,17108,2013,2014,13(1),13,1.0,1142,2,4,3,0,3.1,83.7,1.7,1,7.76
1,Inter,14871,2013,2014,36(1),36,1.0,3170,17,7,4,0,2.5,80.4,2.5,4,7.41
2,Inter,5070,2013,2014,20(1),20,1.0,1729,0,2,4,0,0.1,87.1,2.1,0,7.41
3,Inter,41489,2013,2014,25(4),25,4.0,2115,4,8,3,1,1.7,88.6,1.0,7,7.4
4,Inter,9838,2013,2014,32,32,0.0,2713,4,2,4,0,1.0,83.1,1.0,2,7.29
5,Inter,575,2013,2014,13(1),13,1.0,1169,2,0,9,0,0.9,85.2,2.7,0,7.26
6,Inter,22701,2013,2014,26(6),26,6.0,2209,4,6,5,0,2.7,71.1,0.7,1,7.26
7,Inter,27421,2013,2014,23(1),23,1.0,2098,1,0,9,0,0.5,83.9,3.0,0,7.25
8,Inter,84603,2013,2014,27,27,0.0,2354,0,0,7,0,0.3,79.6,1.8,1,7.21
9,Inter,9279,2013,2014,28(1),28,1.0,2573,4,0,4,0,0.5,87.5,1.6,2,7.19
10,Inter,28485,2013,2014,31,31,0.0,2604,3,4,3,0,0.9,83.5,0.7,2,7.05
11,Inter,37188,2013,2014,32(2),32,2.0,2847,5,6,3,0,0.9,86.3,0.3,1,7.02
12,Inter,9972,2013,2014,36,36,0.0,3111,0,0,0,1,0.0,70.7,0.1,1,6.96
13,Inter,93894,2013,2014,14(18),14,18.0,1608,0,4,2,0,0.6,89.8,0.1,2,6.95
14,Inter,78892,2013,2014,2(2),2,2.0,203,1,0,1,0,0.3,86.4,1.5,0,6.86
15,Inter,106964,2013,2014,12(10),12,10.0,1309,9,2,1,0,1.8,71.8,1.4,0,6.73
16,Inter,64271,2013,2014,8(3),8,3.0,644,0,0,0,0,0.8,72.7,1.3,0,6.69
17,Inter,31177,2013,2014,2(3),2,3.0,228,0,0,2,0,0.6,75.3,2.0,0,6.63
18,Inter,85692,2013,2014,13(12),13,12.0,1051,1,1,3,0,0.9,88.8,0.6,0,6.59
19,Inter,18963,2013,2014,11(4),11,4.0,835,0,0,2,0,0.7,90.5,1.8,0,6.54
20,Inter,2668,2013,2014,4(8),4,8.0,456,0,0,0,0,0.1,85.8,0.1,0,6.43
21,Inter,19676,2013,2014,2(2),2,2.0,308,0,0,0,0,0.0,64.3,0.3,0,6.37
22,Inter,78970,2013,2014,1(7),1,7.0,181,0,1,0,1,0.8,85.3,0.9,0,6.34
23,Inter,10090,2013,2014,6(11),6,11.0,630,2,1,0,0,1.2,79.2,0.1,0,6.24
24,Inter,101953,2013,2014,0(3),0,3.0,39,0,0,0,0,0.0,96.6,0.0,0,6.22
25,Inter,72786,2013,2014,1(9),1,9.0,189,0,0,2,0,0.7,80.8,0.4,0,6.18
26,Inter,12564,2013,2014,0(1),0,1.0,8,0,0,0,0,0.0,100.0,1.0,0,6.12
27,Inter,149543,2013,2014,0(1),0,1.0,5,0,0,0,0,0.0,100.0,0.0,0,5.89
0,Juventus,97752,2013,2014,33(3),33,3.0,3068,7,7,4,0,2.0,83.8,2.2,6,7.65
1,Juventus,9991,2013,2014,31,31,0.0,2775,3,3,5,0,0.8,91.0,3.2,2,7.62
2,Juventus,14167,2013,2014,30(4),30,4.0,2605,19,7,4,0,3.7,82.0,0.4,6,7.62
3,Juventus,2579,2013,2014,29(1),29,1.0,2467,4,6,4,0,1.6,88.5,0.2,3,7.56
4,Juventus,25008,2013,2014,28(4),28,4.0,2441,11,5,8,0,1.8,83.7,1.3,5,7.46
5,Juventus,35549,2013,2014,32(2),32,2.0,2761,2,3,6,0,1.0,84.7,0.9,1,7.3
6,Juventus,13361,2013,2014,29(5),29,5.0,2504,16,5,3,0,1.9,72.5,2.8,5,7.21
7,Juventus,20664,2013,2014,29(1),29,1.0,2537,2,3,8,0,0.3,90.1,1.2,0,7.13
8,Juventus,20211,2013,2014,21(8),21,8.0,1987,4,1,5,0,1.3,86.7,0.4,0,7.02
9,Juventus,6075,2013,2014,26,26,0.0,2288,0,0,3,0,0.1,91.2,1.1,0,6.99
10,Juventus,23547,2013,2014,14(2),14,2.0,1262,0,0,3,1,0.4,90.5,2.4,0,6.99
11,Juventus,12722,2013,2014,2(2),2,2.0,217,0,0,0,0,0.5,83.5,1.5,0,6.96
12,Juventus,30635,2013,2014,14(3),14,3.0,1314,0,0,1,0,0.2,90.5,1.1,0,6.96
13,Juventus,3328,2013,2014,33,33,0.0,2868,0,0,0,1,0.0,81.6,0.0,2,6.95
14,Juventus,15302,2013,2014,24(3),24,3.0,2121,2,8,4,0,0.7,78.3,1.2,1,6.93
15,Juventus,18723,2013,2014,4(5),4,5.0,338,1,1,2,0,0.1,81.5,1.0,0,6.82
16,Juventus,9956,2013,2014,5(1),5,1.0,514,0,0,0,0,0.0,74.2,0.0,1,6.77
17,Juventus,33878,2013,2014,10(8),10,8.0,963,0,2,1,0,0.5,81.7,1.0,0,6.75
18,Juventus,30582,2013,2014,6(11),6,11.0,565,2,1,2,0,1.6,75.5,0.1,1,6.48
19,Juventus,4580,2013,2014,4(8),4,8.0,400,2,0,2,0,1.0,73.4,0.3,0,6.35
20,Juventus,23043,2013,2014,8(13),8,13.0,727,1,0,1,0,0.1,87.9,0.1,0,6.34
21,Juventus,9730,2013,2014,3(14),3,14.0,394,1,0,1,0,1.5,77.9,0.2,0,6.26
22,Juventus,9894,2013,2014,0(2),0,2.0,15,0,0,0,0,0.0,100.0,0.0,0,6.19
23,Juventus,20766,2013,2014,4(7),4,7.0,375,1,1,1,0,1.3,78.4,0.7,0,6.12
24,Juventus,30580,2013,2014,0(1),0,1.0,36,0,0,0,0,0.0,81.8,0.0,0,6.04
25,Juventus,12874,2013,2014,0(2),0,2.0,23,0,0,1,0,0.0,91.7,0.0,0,5.97
0,Napoli,6107,2013,2014,10(1),10,1.0,824,0,0,2,0,0.2,85.6,1.4,0,7.35
1,Napoli,26682,2013,2014,4(2),4,2.0,409,0,2,0,0,0.7,88.6,0.3,0,7.3
2,Napoli,36096,2013,2014,15(1),15,1.0,1315,1,0,8,0,0.1,88.0,2.9,0,7.3
3,Napoli,15401,2013,2014,30(2),30,2.0,2632,2,2,6,0,1.8,86.8,1.8,2,7.24
4,Napoli,23100,2013,2014,21(12),21,12.0,1912,11,5,4,0,2.6,76.3,0.3,3,7.21
5,Napoli,67206,2013,2014,32(5),32,5.0,2851,15,6,7,0,1.6,82.3,0.6,2,7.2
6,Napoli,12575,2013,2014,30(2),30,2.0,2644,1,2,5,0,0.2,84.4,1.9,2,7.16
7,Napoli,19729,2013,2014,28(4),28,4.0,2423,17,7,6,0,2.8,80.4,0.9,3,7.14
8,Napoli,92894,2013,2014,0(1),0,1.0,83,0,0,0,0,0.0,83.8,4.0,0,7.14
9,Napoli,82062,2013,2014,14(1),14,1.0,1221,0,1,1,1,0.9,86.2,1.6,1,7.08
10,Napoli,14831,2013,2014,18(6),18,6.0,1547,6,3,4,0,1.7,89.6,1.1,2,7.06
11,Napoli,44847,2013,2014,25(1),25,1.0,2294,0,1,5,1,0.6,84.1,2.1,2,7.06
12,Napoli,83390,2013,2014,25(11),25,11.0,2394,3,6,2,0,2.3,82.5,0.0,0,7.04
13,Napoli,13475,2013,2014,23(5),23,5.0,1985,7,5,2,0,2.0,83.6,0.5,1,7.01
14,Napoli,2943,2013,2014,22,22,0.0,1959,0,1,3,1,0.4,83.3,2.0,2,7.01
15,Napoli,12462,2013,2014,16(5),16,5.0,1461,0,0,3,0,0.2,90.1,1.3,1,6.9
16,Napoli,2987,2013,2014,30,30,0.0,2603,0,1,0,0,0.0,62.2,0.1,1,6.89
17,Napoli,106968,2013,2014,12(3),12,3.0,1124,0,1,4,0,0.3,89.6,0.1,0,6.85
18,Napoli,2223,2013,2014,13,13,0.0,1089,0,0,1,0,0.0,90.5,1.3,0,6.78
19,Napoli,40765,2013,2014,8(3),8,3.0,745,1,0,2,0,0.3,91.3,0.6,0,6.75
20,Napoli,24419,2013,2014,9(5),9,5.0,878,0,0,1,0,0.3,86.4,0.6,0,6.73
21,Napoli,11377,2013,2014,1(1),1,1.0,101,0,0,0,0,0.0,79.4,0.0,0,6.73
22,Napoli,6093,2013,2014,17(12),17,12.0,1387,7,4,3,0,0.9,78.1,0.4,3,6.71
23,Napoli,41073,2013,2014,6(10),6,10.0,568,5,2,2,0,0.7,65.6,1.6,1,6.64
24,Napoli,74554,2013,2014,7(1),7,1.0,673,0,0,0,0,0.0,59.0,0.1,0,6.6
25,Napoli,44087,2013,2014,0(1),0,1.0,45,0,0,0,0,0.0,66.7,0.0,0,6.5
26,Napoli,538,2013,2014,2(2),2,2.0,251,0,0,0,1,0.3,89.8,0.5,0,6.39
27,Napoli,108942,2013,2014,0(8),0,8.0,115,0,0,2,0,0.1,89.8,0.0,0,6.23
28,Napoli,90952,2013,2014,0(2),0,2.0,7,0,0,0,0,0.0,100.0,0.0,0,6.19
29,Napoli,149098,2013,2014,0(1),0,1.0,11,0,0,0,0,0.0,92.3,0.0,0,6.04
0,Roma,29888,2013,2014,32(1),32,1.0,2860,5,0,8,0,0.6,88.6,2.6,4,7.59
1,Roma,30226,2013,2014,32(3),32,3.0,2704,6,6,7,1,2.0,88.3,0.5,6,7.54
2,Roma,35954,2013,2014,24(1),24,1.0,2005,5,6,6,0,1.4,88.4,1.0,1,7.42
