,Unnamed: 0,player_number,name,Year_start,Year_end,Test points,Decision tree points,Random forest points,XGBoost points,Polynomial points,dt delta ponts,rf delta ponts,xgb delta ponts,pl delta ponts
280,280,334100,Giacomo Vrioni,2020,2021,6.4,6.426938775510204,6.376600000000001,6.256721,6.375986044920224,0.02693877551020396,0.023399999999999643,0.1432790000000006,0.024013955079776217
281,281,73379,Wojciech Szczesny,2020,2021,6.58,6.614069767441863,6.539200000000001,6.6357803,6.669130158253915,0.03406976744186263,0.04079999999999906,0.05578030000000034,0.08913015825391479
282,282,406702,Alessandro Di Pardo,2020,2021,6.61,6.609148936170213,6.768300000000004,6.652645,6.643521395527563,0.0008510638297876127,0.1583000000000041,0.04264499999999938,0.03352139552756306
283,283,284114,Arthur,2020,2021,6.7,6.917692307692308,6.821199999999997,6.7471194,6.547341931548962,0.21769230769230763,0.12119999999999642,0.0471193999999997,0.15265806845103835
284,284,5583,Cristiano Ronaldo,2020,2021,7.15,6.982622950819673,7.052700000000007,7.073806,7.0358938299471925,0.16737704918032748,0.0972999999999935,0.0761940000000001,0.11410617005280788
285,285,88300,Danilo,2020,2021,6.42,6.68846153846154,6.674899999999999,6.605951,6.544586117399529,0.26846153846153964,0.25489999999999924,0.1859510000000002,0.12458611739952907
286,286,100995,Alex Sandro,2020,2021,7.01,7.056964285714287,7.007899999999999,6.979779,7.122295492388701,0.0469642857142869,0.002100000000000435,0.030221000000000053,0.11229549238870096
287,287,107275,Mattia De Sciglio,2020,2021,7.16,6.900476190476189,7.0094,7.1061378,7.118014148387881,0.25952380952381127,0.15059999999999985,0.05386220000000019,0.041985851612118985
288,288,114863,Paulo Dybala,2020,2021,6.57,6.58162601626016,6.607100000000002,6.6769357,6.3647010990675374,0.011626016260160021,0.037100000000001465,0.1069356999999993,0.20529890093246284
289,289,338275,Weston McKennie,2020,2021,6.03,6.203333333333331,6.082399999999999,6.083517,5.97520710728979,0.17333333333333112,0.05239999999999867,0.05351699999999937,0.054792892710210594
290,290,320374,Matthijs de Ligt,2020,2021,6.36,6.614069767441863,6.546799999999998,6.580137,6.187746539628726,0.2540697674418624,0.18679999999999808,0.22013699999999936,0.17225346037127398
291,291,20664,Leonardo Bonucci,2020,2021,7.05,6.995151515151515,7.0500000000000025,7.0008054,7.129100632325752,0.0548484848484847,2.6645352591003757e-15,0.049194599999999866,0.07910063232575215
292,292,44868,Juan Cuadrado,2020,2021,7.24,7.439999999999999,7.215599999999999,7.031942,7.215308706380648,0.1999999999999984,0.024400000000000865,0.2080580000000003,0.024691293619352628
293,293,9991,Giorgio Chiellini,2020,2021,6.51,6.426938775510204,6.4714,6.4170175,6.551446024827863,0.08306122448979547,0.038599999999999746,0.09298249999999975,0.04144602482786297
294,294,26820,Aaron Ramsey,2020,2021,6.91,6.992183908045978,7.107699999999992,7.1069245,7.013452973717022,0.08218390804597764,0.19769999999999222,0.19692449999999972,0.10345297371702156
295,295,116609,Adrien Rabiot,2020,2021,6.84,6.614069767441863,6.6904,6.8878756,7.050127724683886,0.22593023255813716,0.1495999999999995,0.04787560000000024,0.21012772468388619
296,296,355855,Dejan Kulusevski,2020,2021,6.41,6.4545,6.381399999999998,6.4523325,6.716456002782267,0.044500000000000206,0.028600000000001735,0.04233249999999966,0.3064560027822667
297,297,362555,Merih Demiral,2020,2021,6.31,6.203333333333331,6.414499999999993,6.36434,6.510775792840676,0.10666666666666824,0.1044999999999936,0.05434000000000072,0.20077579284067681
298,298,91213,Álvaro Morata,2020,2021,7.09,6.808219178082194,6.971500000000001,7.049682,7.204233142795201,0.2817808219178062,0.11849999999999916,0.040318000000000076,0.11423314279520103
299,299,3328,Gianluigi Buffon,2020,2021,6.3,6.275555555555555,6.356699999999998,6.3604565,6.395796979792636,0.024444444444444713,0.05669999999999842,0.06045649999999991,0.09579697979263635
300,300,83981,Carlo Pinsoglio,2020,2021,6.54,6.860833333333336,6.858800000000003,6.8264146,6.387762708521166,0.3208333333333355,0.3188000000000031,0.28641459999999963,0.15223729147883436
301,301,68889,Douglas Costa,2020,2021,6.48,6.475084745762713,6.4776000000000025,6.4858503,6.521721692186617,0.0049152542372876695,0.0023999999999979593,0.005850299999999642,0.041721692186616366
302,302,333120,Gianluca Frabotta,2020,2021,7.19,7.155526315789473,7.200499999999997,7.209088,7.160816196451686,0.034473684210527544,0.010499999999996845,0.019087999999999994,0.029183803548314735
303,303,122402,Federico Bernardeschi,2020,2021,6.21,6.3595,6.466250000000003,6.265825,6.24895158661313,0.14949999999999974,0.2562500000000032,0.05582500000000046,0.03895158661313047
304,304,303657,Rodrigo Bentancur,2020,2021,6.73,6.690952380952384,6.7248000000000046,6.6580887,6.818866355865153,0.03904761904761678,0.005199999999995875,0.07191130000000001,0.08886635586515279
305,305,255929,Federico Dimarco,2014,2015,6.86,7.056964285714287,6.939000000000001,6.995224,6.963139165705264,0.19696428571428637,0.07900000000000063,0.135224,0.10313916570526338
306,306,248154,Gaston Camara,2014,2015,6.38,6.58162601626016,6.484999999999998,6.4778733,6.440670670121902,0.2016260162601604,0.10499999999999776,0.09787329999999983,0.06067067012190197
307,307,106964,Mauro Icardi,2014,2015,6.86,6.965294117647061,6.9068000000000085,7.013863,6.857894684981441,0.10529411764706076,0.04680000000000817,0.15386299999999942,0.0021053150185590397
308,308,76953,Dodô,2014,2015,6.51,6.781315789473684,6.6221,6.5805445,6.914199307256079,0.2713157894736842,0.11209999999999987,0.07054450000000045,0.40419930725607944
309,309,17108,Hernanes,2014,2015,6.65,6.614069767441863,6.548599999999998,6.504646,6.64481176759618,0.035930232558137654,0.1014000000000026,0.1453540000000002,0.005188232403820159
310,310,67432,Joel Obi,2014,2015,6.9,6.798059701492538,6.750800000000003,6.8002543,6.976537575455938,0.10194029850746222,0.14919999999999778,0.0997457000000006,0.0765375754559372
311,311,22701,Fredy Guarín,2014,2015,6.94,6.808219178082194,6.783600000000003,6.8578568,7.0177368691493465,0.1317808219178067,0.15639999999999699,0.08214319999999997,0.07773686914934608
312,312,14871,Rodrigo Palacio,2014,2015,6.99,6.733636363636363,6.845999999999999,6.986571,6.882340658127741,0.2563636363636368,0.14400000000000102,0.0034290000000005705,0.10765934187225934
313,313,9972,Samir Handanovic,2014,2015,7.0,6.614069767441863,6.7288,7.036898,7.158399481262223,0.3859302325581373,0.27120000000000033,0.036897999999999875,0.15839948126222314
314,314,28485,Jonathan,2014,2015,5.82,6.381315789473685,6.221500000000001,6.0829916,5.766132337762428,0.5613157894736851,0.4015000000000004,0.26299159999999944,0.05386766223757267
315,315,76304,Xherdan Shaqiri,2014,2015,7.3,6.995151515151515,7.174799999999998,7.2142177,7.72161708313521,0.3048484848484847,0.1252000000000022,0.08578229999999998,0.4216170831352102
316,316,27421,Andrea Ranocchia,2014,2015,7.48,7.047272727272728,7.261499999999999,7.1953874,7.517643229822203,0.4327272727272726,0.21850000000000147,0.2846126,0.03764322982220225
317,317,93894,Mateo Kovacic,2014,2015,6.41,6.67875,6.676199999999997,6.693655,6.425589237155619,0.2687499999999998,0.2661999999999969,0.28365499999999955,0.015589237155618996
318,318,44642,Davide Santon,2014,2015,6.68,6.67875,6.795599999999997,6.7811136,6.678179650727357,0.0012499999999997513,0.11559999999999704,0.10111360000000058,0.0018203492726422965
319,319,6040,Lukas Podolski,2014,2015,7.38,7.004,7.036299999999998,7.009016,7.309185090689285,0.37600000000000033,0.3437000000000019,0.370984,0.0708149093107151
320,320,29390,Gary Medel,2014,2015,7.31,7.368536585365852,7.276400000000001,7.2145247,7.426165109025102,0.05853658536585282,0.033599999999998964,0.09547529999999949,0.11616510902510235
321,321,73948,Rene Krhin,2014,2015,6.23,6.381315789473685,6.551500000000002,6.3716726,6.186477936911202,0.15131578947368496,0.32150000000000123,0.1416725999999997,0.04352206308879847
322,322,87449,Marcelo Brozovic,2014,2015,6.56,6.808219178082194,6.7572,6.666976,6.514506558808296,0.24821917808219407,0.19720000000000049,0.1069760000000004,0.04549344119170318
323,323,78892,Marco Andreolli,2014,2015,6.98,6.9719444444444445,6.950400000000002,6.9770527,6.911045585531074,0.008055555555555927,0.029599999999998516,0.002947300000000652,0.06895441446892647
324,324,18963,Zdravko Kuzmanovic,2014,2015,6.33,6.58162601626016,6.475500000000002,6.436455,6.240372506343053,0.25162601626016023,0.14550000000000196,0.10645499999999952,0.08962749365694744
325,325,149543,Federico Bonazzoli,2014,2015,7.06,6.614069767441863,6.864799999999998,6.856087,6.786987216786911,0.4459302325581369,0.1952000000000016,0.203913,0.27301278321308864
326,326,118142,Ibrahima Mbaye,2014,2015,7.29,7.645384615384614,7.472500000000002,7.485651,7.295252164450574,0.3553846153846143,0.18250000000000188,0.1956509999999998,0.005252164450573638
327,327,5070,Hugo Campagnaro,2014,2015,7.39,6.917692307692308,7.080699999999998,7.1448627,7.425778346853968,0.4723076923076919,0.30930000000000124,0.24513729999999967,0.0357783468539683
328,328,9685,Nemanja Vidic,2014,2015,6.94,6.982622950819673,6.972599999999999,7.004897,7.027075512870232,0.04262295081967249,0.03259999999999863,0.06489699999999932,0.08707551287023119
329,329,37188,Yuto Nagatomo,2014,2015,6.28,6.0805,6.001400000000003,6.0788026,6.326338291088674,0.19950000000000045,0.2785999999999973,0.20119739999999986,0.0463382910886736
330,330,84603,Juan Jesus,2014,2015,6.32,6.433763440860217,6.509199999999998,6.448341,6.240671690584147,0.11376344086021639,0.18919999999999781,0.12834099999999982,0.07932830941585323
331,331,137840,George Puscas,2014,2015,7.06,6.808219178082194,6.8595000000000015,6.898771,7.099498989221902,0.25178082191780593,0.20049999999999812,0.16122899999999962,0.03949898922190265
332,332,121968,Isaac Donkor,2014,2015,8.45,7.645384615384614,7.684699999999999,7.9070444,8.477450802405407,0.804615384615385,0.7652999999999999,0.5429555999999991,0.02745080240540787
333,333,312847,Fabio Della Giovanna,2015,2016,6.0,6.0805,5.959599999999997,6.0265384,5.946804467090131,0.0804999999999998,0.040400000000002656,0.02653839999999974,0.05319553290986878
334,334,29390,Gary Medel,2015,2016,6.83,6.995151515151515,6.945900000000003,6.910849,6.845237489624934,0.16515151515151505,0.11590000000000256,0.08084899999999973,0.01523748962493432
335,335,106964,Mauro Icardi,2015,2016,6.88,7.008888888888891,6.9283,6.8627486,6.972950157063148,0.12888888888889127,0.04830000000000023,0.01725140000000014,0.09295015706314835
336,336,70524,Ivan Perisic,2015,2016,7.05,6.784204545454545,6.857100000000002,6.8751655,7.19449527716382,0.2657954545454544,0.19289999999999807,0.17483450000000023,0.14449527716381994
337,337,296723,Ionut Radu,2015,2016,7.18,6.9719444444444445,7.070399999999998,7.258082,7.273373318589414,0.20805555555555522,0.10960000000000214,0.0780820000000002,0.09337331858941411
338,338,87449,Marcelo Brozovic,2015,2016,6.71,6.797999999999999,6.630000000000003,6.5549936,6.673591826494918,0.08799999999999919,0.0799999999999974,0.15500639999999954,0.036408173505082075
339,339,44642,Davide Santon,2015,2016,6.45,6.574358974358974,6.508699999999999,6.5027757,6.504166816286714,0.12435897435897392,0.058699999999999086,0.05277569999999976,0.05416681628671416
340,340,9972,Samir Handanovic,2015,2016,6.66,6.733636363636363,6.870699999999999,6.7629313,6.553127946228331,0.07363636363636328,0.21069999999999922,0.10293129999999984,0.10687205377166897
341,341,29072,Stevan Jovetic,2015,2016,5.67,6.6135,6.790800000000002,6.6376705,5.665272549058087,0.9435000000000002,1.1208000000000018,0.9676704999999997,0.0047274509419130695
342,342,91387,Martín Montoya,2015,2016,6.56,6.475084745762713,6.5497000000000005,6.600782,6.925146025729219,0.08491525423728685,0.010299999999999088,0.040782000000000096,0.36514602572921895
343,343,22504,Miranda,2015,2016,6.94,6.917692307692308,6.887400000000002,6.875924,7.066680572191785,0.022307692307692584,0.052599999999998204,0.06407600000000002,0.12668057219178497
344,344,14871,Rodrigo Palacio,2015,2016,6.95,6.978035714285715,6.944600000000001,6.9640355,6.9824853353546965,0.028035714285715052,0.005399999999998961,0.014035499999999423,0.03248533535469633
345,345,41237,Jonathan Biabiany,2015,2016,6.68,6.787166666666666,6.876099999999999,6.753329,6.689563017236315,0.10716666666666619,0.1960999999999995,0.0733290000000002,0.009563017236315474
346,346,109565,Jeison Murillo,2015,2016,7.45,7.439999999999999,7.439499999999994,7.425877,7.474480568126951,0.010000000000001563,0.010500000000006615,0.02412300000000034,0.02448056812695043
347,347,22701,Fredy Guarín,2015,2016,7.1,6.978035714285715,7.078399999999999,7.0067525,7.130643642620084,0.12196428571428442,0.021600000000000286,0.09324749999999948,0.030643642620084677
348,348,84603,Juan Jesus,2015,2016,6.63,6.692588235294116,6.778699999999997,6.7609873,6.555230264002429,0.0625882352941165,0.14869999999999717,0.13098730000000014,0.0747697359975712
349,349,294136,Rey Manaj,2015,2016,6.8,7.131463414634146,7.050900000000001,7.0393867,6.714686492002012,0.33146341463414597,0.25090000000000146,0.23938669999999984,0.08531350799798787
350,350,125793,Alex Telles,2015,2016,7.39,6.860833333333336,6.8127,6.723812,7.49070091795144,0.5291666666666641,0.5772999999999993,0.666188,0.10070091795143998
351,351,13551,Felipe Melo,2015,2016,6.46,6.58162601626016,6.556000000000001,6.5112567,6.427289240755302,0.12162601626016034,0.09600000000000097,0.05125669999999971,0.03271075924469802
352,352,91978,Geoffrey Kondogbia,2015,2016,6.7,6.58162601626016,6.552599999999997,6.5178337,6.682486806740392,0.11837398373983987,0.14740000000000286,0.18216630000000045,0.01751319325960843
353,353,37188,Yuto Nagatomo,2015,2016,6.19,6.275555555555555,6.271799999999998,6.3031893,6.373629137058871,0.08555555555555472,0.08179999999999765,0.11318929999999927,0.18362913705887074
354,354,41237,Jonathan Biabiany,2016,2017,6.79,6.8459090909090925,6.781700000000001,6.9002995,6.863586123540466,0.05590909090909246,0.008299999999999308,0.1102995,0.07358612354046556
355,355,106964,Mauro Icardi,2016,2017,6.84,6.965294117647061,6.962199999999997,6.9760156,6.878008831287202,0.12529411764706122,0.12219999999999676,0.13601560000000035,0.03800883128720223
356,356,22377,Éder,2016,2017,6.3,6.690952380952384,6.603400000000001,6.4432077,6.269255363178032,0.3909523809523838,0.3034000000000008,0.1432077000000005,0.03074463682196793
357,357,34112,Antonio Candreva,2016,2017,6.75,6.992183908045978,6.974799999999997,6.9490314,6.784348932343857,0.24218390804597778,0.22479999999999656,0.19903139999999997,0.03434893234385683
358,358,78892,Marco Andreolli,2016,2017,7.0,7.216538461538461,7.317699999999997,7.261777,7.060026228553756,0.21653846153846068,0.31769999999999676,0.26177700000000037,0.060026228553756056
359,359,70524,Ivan Perisic,2016,2017,6.88,6.787166666666666,6.838099999999993,6.956632,6.732561699295408,0.09283333333333399,0.041900000000007154,0.07663200000000003,0.14743830070459207
360,360,44642,Davide Santon,2016,2017,6.22,6.585000000000001,6.270700000000002,6.499342,6.217507975692008,0.3650000000000011,0.05070000000000263,0.27934200000000065,0.0024920243079913362
361,361,142204,Trent Sainsbury,2016,2017,6.78,6.982622950819673,6.934399999999998,6.838203,7.01489669210315,0.20262295081967263,0.1543999999999981,0.05820299999999978,0.2348966921031499
362,362,87449,Marcelo Brozovic,2016,2017,6.48,6.781315789473684,6.598900000000001,6.4911447,6.316056776749511,0.30131578947368354,0.1189000000000009,0.011144700000000007,0.16394322325048982
363,363,9972,Samir Handanovic,2016,2017,6.93,6.965294117647061,6.934,6.962812,7.127114001445787,0.03529411764706136,0.004000000000000448,0.03281199999999984,0.1971140014457875
364,364,317544,Andrea Pinamonti,2016,2017,7.12,6.787166666666666,6.7743,6.833844,7.136772646083848,0.3328333333333342,0.3456999999999999,0.2861560000000001,0.01677264608384821
365,365,125476,João Mário,2016,2017,6.66,6.784204545454545,6.8188,6.726286,6.591809064615108,0.12420454545454529,0.15880000000000027,0.06628599999999985,0.06819093538489174
366,366,29390,Gary Medel,2016,2017,5.96,6.381315789473685,6.155099999999999,6.1191263,5.811402809057923,0.4213157894736854,0.19509999999999916,0.1591262999999996,0.1485971909420769
367,367,33724,Éver Banega,2016,2017,6.83,6.860833333333336,6.8327,6.8439164,6.733936569157993,0.03083333333333549,0.0026999999999999247,0.013916400000000273,0.09606343084200741
368,368,91978,Geoffrey Kondogbia,2016,2017,7.1,7.056964285714287,7.006000000000005,6.9784646,7.103931850431775,0.043035714285712956,0.09399999999999498,0.12153539999999996,0.003931850431775352
369,369,14871,Rodrigo Palacio,2016,2017,7.26,7.216538461538461,7.201799999999999,7.1779594,7.211492272872613,0.043461538461539106,0.05820000000000114,0.08204060000000002,0.0485077271273866
370,370,37188,Yuto Nagatomo,2016,2017,6.47,6.574358974358974,6.509500000000003,6.4978433,6.761604108736957,0.10435897435897434,0.03950000000000298,0.02784330000000068,0.29160410873695763
371,371,29072,Stevan Jovetic,2016,2017,6.71,6.594000000000001,6.639399999999999,6.5559263,6.587497946026932,0.11599999999999877,0.07060000000000066,0.15407369999999965,0.12250205397306768
372,372,27421,Andrea Ranocchia,2016,2017,6.67,6.692588235294116,6.6233,6.587033,6.76442550451964,0.022588235294116465,0.04669999999999952,0.08296700000000001,0.09442550451964049
373,373,109565,Jeison Murillo,2016,2017,6.93,6.782250000000002,6.929099999999998,6.925578,6.866457466532812,0.1477499999999976,0.0009000000000014552,0.004421999999999926,0.06354253346718775
374,374,23001,Cristian Ansaldi,2016,2017,6.97,6.784204545454545,6.948499999999997,6.933482,7.008402304901978,0.18579545454545432,0.021500000000003183,0.03651800000000005,0.038402304901977935
375,375,22504,Miranda,2016,2017,6.82,6.426,6.606099999999998,6.605848,6.917479384898541,0.39400000000000013,0.21390000000000242,0.21415200000000034,0.09747938489854047
376,376,13551,Felipe Melo,2016,2017,7.08,6.782250000000002,6.824899999999997,6.8215566,7.010353738170394,0.29774999999999796,0.2551000000000032,0.2584434,0.06964626182960565
377,377,128967,João Cancelo,2017,2018,7.02,6.9719444444444445,7.118999999999997,7.135324,6.974979880982372,0.048055555555555074,0.09899999999999753,0.1153240000000002,0.04502011901762781
378,378,106964,Mauro Icardi,2017,2018,7.13,7.131463414634146,7.075499999999998,7.164996,7.169226658916851,0.0014634146341458987,0.05450000000000177,0.03499600000000047,0.039226658916851065
379,379,317544,Andrea Pinamonti,2017,2018,6.64,6.690952380952384,6.760100000000001,6.695901,6.739531867458523,0.05095238095238397,0.12010000000000165,0.05590100000000042,0.09953186745852349
380,380,70524,Ivan Perisic,2017,2018,6.8,6.991470588235295,6.917300000000004,6.8521156,6.869174270053123,0.19147058823529495,0.11730000000000373,0.052115600000000484,0.06917427005312327
381,381,106590,Rafinha,2017,2018,7.0,6.978035714285715,6.936699999999997,6.859819,7.084472340292457,0.02196428571428477,0.06330000000000258,0.1401810000000001,0.0844723402924572
382,382,302918,Milan Skriniar,2017,2018,6.07,6.0805,6.145900000000003,6.0723295,6.065508099203199,0.01049999999999951,0.07590000000000252,0.0023295000000000954,0.004491900796801396
383,383,27421,Andrea Ranocchia,2017,2018,6.49,6.381315789473685,6.487800000000002,6.412345,6.487418425159645,0.10868421052631483,0.0021999999999984254,0.07765500000000003,0.0025815748403550387
384,384,9972,Samir Handanovic,2017,2018,6.27,6.865625000000001,6.562599999999999,6.806832,6.287754291138015,0.5956250000000018,0.2925999999999993,0.5368320000000004,0.017754291138015077
385,385,19112,Borja Valero,2017,2018,7.01,6.860833333333336,6.945600000000009,6.9413576,7.027179913743073,0.14916666666666423,0.06439999999999113,0.06864239999999988,0.017179913743072817
386,386,34112,Antonio Candreva,2017,2018,6.54,6.594000000000001,6.309800000000004,6.283373,6.466672569019672,0.05400000000000116,0.2301999999999964,0.25662699999999994,0.07332743098032779
387,387,87449,Marcelo Brozovic,2017,2018,6.87,6.475084745762713,6.687700000000002,6.6838646,6.935226572397188,0.39491525423728735,0.1822999999999979,0.1861354000000004,0.06522657239718832
388,388,125268,Lisandro López,2017,2018,6.49,6.733636363636363,6.755400000000002,6.807845,6.411945444257287,0.2436363636363632,0.2654000000000014,0.31784500000000016,0.07805455574271303
389,389,37188,Yuto Nagatomo,2017,2018,6.7,6.823809523809524,6.880299999999998,6.7872205,6.683126212396561,0.12380952380952426,0.18029999999999813,0.08722049999999992,0.016873787603438828
390,390,298060,Yann Karamoh,2017,2018,7.42,6.676818181818183,6.7261,6.771496,7.50862500938588,0.7431818181818173,0.6939000000000002,0.648504,0.08862500938588003
391,391,22504,Miranda,2017,2018,6.35,6.0805,6.083300000000008,6.0907755,6.434292319200934,0.26949999999999985,0.2666999999999913,0.2592244999999993,0.0842923192009346
392,392,125476,João Mário,2017,2018,6.33,6.426938775510204,6.558299999999997,6.712763,6.2073337334872,0.09693877551020424,0.22829999999999728,0.38276299999999974,0.12266626651279999
393,393,44642,Davide Santon,2017,2018,6.4,6.58162601626016,6.574900000000002,6.5698037,6.340265977724475,0.18162601626015995,0.17490000000000183,0.16980369999999922,0.059734022275525156
394,394,22377,Éder,2017,2018,6.96,6.992183908045978,7.017900000000003,7.0039954,6.941436319783136,0.032183908045977816,0.05790000000000273,0.04399540000000002,0.01856368021686361
395,395,322748,Dalbert,2017,2018,7.22,7.247066666666665,7.170400000000003,7.1712856,7.277797648553129,0.027066666666665462,0.049599999999996314,0.048714399999999713,0.0577976485531293
396,396,135625,Matías Vecino,2017,2018,6.16,6.1739622641509415,6.312700000000003,6.3477216,6.160995098523344,0.013962264150941373,0.15270000000000294,0.1877215999999997,0.0009950985233437848
397,397,136279,Roberto Gagliardini,2017,2018,6.85,7.008888888888891,6.909500000000003,6.813363,6.709977586625337,0.15888888888889152,0.05950000000000344,0.03663699999999981,0.1400224133746626
398,398,298060,Yann Karamoh,2018,2019,6.0,6.0805,6.092175000000005,6.123734,5.92378207261818,0.0804999999999998,0.09217500000000456,0.12373399999999979,0.07621792738181998
399,399,302918,Milan Skriniar,2018,2019,7.37,7.247066666666665,7.1977,7.195265,7.626436661914356,0.1229333333333349,0.1722999999999999,0.17473500000000008,0.2564366619143561
400,400,136279,Roberto Gagliardini,2018,2019,6.01,6.275555555555555,6.2391,6.2542644,5.954631245141105,0.2655555555555553,0.22909999999999986,0.2442644000000005,0.05536875485889503
401,401,69945,Cédric Soares,2018,2019,7.09,6.860833333333336,6.9378000000000055,6.9295325,7.298181859344577,0.2291666666666643,0.15219999999999434,0.1604675000000002,0.20818185934457745
402,402,52380,Radja Nainggolan,2018,2019,6.59,6.614069767441863,6.538100000000002,6.6509542,6.576636024370152,0.024069767441862844,0.05189999999999806,0.06095420000000029,0.013363975629848035
403,403,106964,Mauro Icardi,2018,2019,6.28,6.3625,6.397399999999999,6.369529,6.275735926206638,0.08249999999999957,0.11739999999999906,0.08952899999999975,0.004264073793362577
404,404,77059,Sime Vrsaljko,2018,2019,6.64,6.475084745762713,6.723400000000002,6.7349925,6.399749494794137,0.16491525423728692,0.08340000000000192,0.09499250000000004,0.24025050520586255
405,405,82399,Stefan de Vrij,2018,2019,6.02,6.203333333333331,6.156000000000001,6.1110845,6.148036900183839,0.1833333333333318,0.136000000000001,0.09108450000000001,0.1280369001838393
406,406,70524,Ivan Perisic,2018,2019,7.0,7.192500000000001,7.126700000000003,7.106706,6.966674058846895,0.19250000000000078,0.12670000000000314,0.10670599999999997,0.033325941153105276
407,407,122683,Matteo Politano,2018,2019,6.84,6.733636363636363,6.688700000000001,6.8525877,7.180045866613374,0.10636363636363644,0.1512999999999991,0.01258770000000009,0.3400458666133739
408,408,299344,Lautaro Martínez,2018,2019,6.32,6.594000000000001,6.486200000000004,6.4957647,6.3635474186833525,0.2740000000000009,0.16620000000000346,0.17576469999999933,0.04354741868335221
409,409,9972,Samir Handanovic,2018,2019,6.1,6.0805,6.049925000000001,6.0352116,5.929007793305671,0.01949999999999985,0.05007499999999876,0.06478839999999941,0.17099220669432835
410,410,322748,Dalbert,2018,2019,6.56,6.84969696969697,6.787299999999997,6.7900467,6.660198826556963,0.28969696969697,0.22729999999999695,0.23004670000000083,0.1001988265569631
411,411,35549,Kwadwo Asamoah,2018,2019,6.72,6.875714285714285,6.774999999999999,6.7202373,6.676891452354164,0.1557142857142848,0.05499999999999883,0.0002373000000002179,0.04310854764583549
412,412,125476,João Mário,2018,2019,6.41,6.0805,6.259600000000001,6.196414,6.404317696213562,0.32950000000000035,0.15039999999999942,0.21358600000000028,0.00568230378643797
413,413,135625,Matías Vecino,2018,2019,6.78,7.247066666666665,7.161199999999999,7.049352,6.700715486237746,0.46706666666666496,0.3811999999999989,0.2693519999999996,0.07928451376225443
414,414,87449,Marcelo Brozovic,2018,2019,7.0,7.138260869565213,7.118900000000001,7.1831446,6.997784355850451,0.13826086956521344,0.1189000000000009,0.18314460000000032,0.002215644149549334
415,415,34112,Antonio Candreva,2018,2019,6.55,6.67875,6.661100000000004,6.7601814,6.515456675222549,0.12875000000000014,0.11110000000000397,0.21018139999999974,0.03454332477745048
416,416,22504,Miranda,2018,2019,6.94,7.368536585365852,7.204200000000002,7.06277,6.948928560993638,0.42853658536585204,0.26420000000000154,0.12277000000000005,0.008928560993637369
417,417,19112,Borja Valero,2018,2019,7.51,7.247066666666665,7.206199999999998,7.3982916,7.52593526561573,0.2629333333333346,0.3038000000000016,0.11170839999999949,0.01593526561573011
418,418,27421,Andrea Ranocchia,2018,2019,7.18,6.992183908045978,7.152599999999996,7.13591,7.297656649574278,0.18781609195402194,0.027400000000003644,0.04408999999999974,0.11765664957427813
419,419,8166,Ashley Young,2019,2020,6.24,6.203333333333331,6.163199999999998,6.190734,6.32559318917147,0.036666666666668846,0.0768000000000022,0.049266000000000254,0.08559318917146985
420,420,93935,Cristiano Biraghi,2019,2020,6.84,6.808219178082194,6.772000000000002,6.8149047,7.051210623791153,0.03178082191780618,0.06799999999999784,0.025095300000000265,0.2112106237911533
421,421,390738,Lorenzo Pirola,2019,2020,6.49,6.574358974358974,6.471500000000003,6.4790998,6.530942167613306,0.08435897435897388,0.018499999999996852,0.010900200000000027,0.04094216761330571
422,422,82399,Stefan de Vrij,2019,2020,6.77,6.433763440860217,6.592800000000002,6.634454,6.736573849434875,0.3362365591397829,0.17719999999999736,0.13554599999999972,0.033426150565124324
423,423,35549,Kwadwo Asamoah,2019,2020,6.7,6.717297297297296,6.7022,6.5590587,6.624531967860046,0.017297297297296232,0.002200000000000202,0.1409413000000006,0.07546803213995457
424,424,78498,Romelu Lukaku,2019,2020,6.13,6.203333333333331,6.1186,6.0998883,6.112547676378241,0.07333333333333147,0.011400000000000077,0.030111699999999963,0.01745232362175919
425,425,34112,Antonio Candreva,2019,2020,6.16,6.203333333333331,6.159799999999999,6.1875467,6.112537219832914,0.043333333333331225,0.00020000000000131024,0.027546700000000257,0.04746278016708594
426,426,136279,Roberto Gagliardini,2019,2020,6.93,6.57888888888889,6.4163,6.6681833,6.940548066441196,0.35111111111111004,0.5137,0.2618166999999998,0.010548066441196546
427,427,26059,Diego Godín,2019,2020,6.98,7.216538461538461,7.0178999999999965,7.1128116,6.777058059403954,0.23653846153846025,0.03789999999999605,0.13281159999999925,0.20294194059604642
428,428,19112,Borja Valero,2019,2020,7.14,7.138260869565213,7.0649000000000015,7.1425295,7.162551922819952,0.0017391304347862402,0.07509999999999817,0.0025295000000005174,0.022551922819951997
429,429,9972,Samir Handanovic,2019,2020,7.08,6.965294117647061,6.824400000000002,6.776627,7.454824669985124,0.11470588235293899,0.2555999999999985,0.30337299999999967,0.37482466998512365
430,430,87449,Marcelo Brozovic,2019,2020,6.98,6.861333333333335,6.752700000000002,6.7348638,7.155861425421199,0.11866666666666514,0.22729999999999873,0.24513620000000014,0.17586142542119898
431,431,136306,Stefano Sensi,2019,2020,6.74,6.798059701492538,6.8309000000000015,6.8615537,6.849344647531139,0.05805970149253792,0.09090000000000131,0.12155369999999976,0.10934464753113904
